epoch,time,train_mse,train_l2,test_l2,learning_rate
296,2.10,2.211459e-08,2.129198e-02,2.176040e-02,1.000000e-03
Best model saved at epoch,296,with test_l2,2.176040e-02
297,1.96,2.042082e-08,2.040349e-02,2.516121e-02,1.000000e-03
298,1.53,2.297103e-08,2.166382e-02,2.300987e-02,1.000000e-03
299,1.89,2.355091e-08,2.190528e-02,2.274982e-02,1.000000e-03
300,2.06,2.196800e-08,2.116620e-02,2.654366e-02,1.000000e-03
301,1.94,2.583800e-08,2.280995e-02,2.347201e-02,1.000000e-03
302,1.99,2.549541e-08,2.260023e-02,3.072774e-02,1.000000e-03
303,1.84,2.546828e-08,2.267283e-02,2.262702e-02,1.000000e-03
304,2.16,2.300384e-08,2.161422e-02,2.289095e-02,1.000000e-03
305,1.91,2.137520e-08,2.088808e-02,2.192692e-02,1.000000e-03
306,1.99,2.307285e-08,2.165910e-02,2.491859e-02,1.000000e-03
307,1.75,2.167298e-08,2.101811e-02,2.187055e-02,1.000000e-03
308,1.81,2.055330e-08,2.048197e-02,2.218918e-02,1.000000e-03
309,1.99,2.152074e-08,2.099902e-02,2.329940e-02,1.000000e-03
310,1.82,2.097437e-08,2.062449e-02,2.625148e-02,1.000000e-03
311,1.91,2.454689e-08,2.223085e-02,2.184997e-02,1.000000e-03
312,1.78,2.010562e-08,2.024875e-02,2.146602e-02,1.000000e-03
